efficacy,efficacy_up,efficacy_lw,fungicide,yld,yld_lw,yld_upp
50.9285203859563,55.41210927919052,45.9940788276026,AZOX + DIFE,381.048350426951,290.6893039840591,471.4073968698429
57.28958752931845,62.85251122889199,50.89360293892784,DIFE + PYDI,441.933754548746,338.5508632810468,545.3166458164452
11.067516417581235,18.158008804100444,3.3627295649981903,PYRA,136.87471927064001,83.0367123645232,190.71272617675683
40.534256782351065,46.39874516545658,34.028137450460086,PYRA + FLUX + PROP,301.75110656625435,215.36714389605993,388.13506923644877
50.72862313066756,56.35013342291075,44.383138621687976,TFLX + PROT,345.84645493743415,243.20603431358273,448.48687556128556
49.82134083447237,54.27398790031908,44.93510979787017,TMET,350.72430976500146,254.16580647711172,447.28281305289124
52.75158207266089,57.08226839945036,47.98390051425948,TMET + TEBU,355.776251117029,251.42539730723848,460.1271049268195
44.409432263024065,49.28899644964845,39.060341839796095,TTRA,305.89746286616656,234.26587260552998,377.52905312680315
