efficacy,efficacy_up,efficacy_lw,fungicide,m_p,lower_p,upper_p
46.016771571444956,50.61669286773503,40.98838006607407,DMI,10.288934986130505,7.677003542454286,12.964224302351646
43.34235277223374,48.43610874723261,37.74540843610736,DMI+QoI+SDHI,10.493860641351894,7.185450698850948,13.904388700409442
57.95060657532167,63.3662195816896,51.73439740061283,DMI+SDHI,14.401254948759167,10.805182348849108,18.114034528159717
50.78272199946462,55.051225559353135,46.10886539341376,MBC,11.726688548973542,7.919572111050788,15.66810996317054
54.41726501501567,59.03668395257904,49.276915806670104,MBC+DMI,12.206343101438355,8.548165756022863,15.987804533667349
51.829727784499056,57.312572506669724,45.64265729814683,MBC+QoI+DMI,9.374977011701002,5.699497155058775,13.178264024859443
11.282684248235242,18.229981902743564,3.745134251567328,QoI,3.6280327547592472,1.813435208459091,5.474971457688671
49.313051107121794,53.84368210886093,44.33770054776256,QoI+DMI,11.591296833116814,8.768622968116645,14.48722240923308
